brand,screen,procesor,RAM,Disk,Graphic Card,Operation System,Price(zł)
APPLE,"14.2"", 3024 x 1964px, 120Hz",Apple M1 Pro,32,512 GB SSD,Apple M1 Pro (14 rdzeni),macOS Monterey,4.899
LENOVO,"14"", 1920 x 1080px, Dotykowy",AMD Ryzen 5 4500U,8,512 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ACER,"14"", 1920 x 1080px, Ekran dotykowy, 60Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Professional,3.94
HP,"16.1"", 1920 x 1080px, 144Hz",AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Brak,4.184
LENOVO,"15.6"", 1920 x 1080px, 165Hz",AMD Ryzen 5 5600H,16,1000 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.199
DELL,"15.6"", 1920 x 1080px, 60Hz",Intel Core i7-1165G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,5.499
ASUS,"14"", 2560 x 1440px, 120Hz",AMD Ryzen 9 5900HS,16,512 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.599
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-10300H,8,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ASUS,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
HP,"16.1"", 2560 x 1440px, 165Hz",AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 11 Home,
APPLE,"14.2"", 3024 x 1964px, 120Hz",Apple M1 Pro,32,1000 GB SSD,Apple M1 Pro (16 rdzeni),macOS Monterey,5.199
HP,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 3 5300U,8,256 GB SSD,AMD Radeon Graphics,Windows 11 Home,7.499
ACER,"15.6"", 1366 x 768px, 60Hz",Intel Celeron N4020,4,128 GB SSD,Intel UHD Graphics 600,Windows 10 S (możliwość darmowej aktualizacji do Windows 11),
LENOVO,"15.6"", 1920 x 1080px, 165Hz",AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ACER,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1155G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,
DELL,"16"", 1920 x 1200px, 60Hz",AMD Ryzen 7 5825U,16,512 GB SSD,AMD Radeon Graphics,Windows 11 Home,3.699
ASUS,"15.6"", 2560 x 1440px, 165Hz",AMD Ryzen 7 6800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home,
HP,"16.1"", 2560 x 1440px, 165Hz",AMD Ryzen 7 5800H,32,1000 GB SSD,NVIDIA GeForce RTX 3070,Brak,4.499
HP,"16.1"", 1920 x 1080px, 144Hz",Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home,5.099
MICROSOFT,"13"", 2880 x 1920px, Ekran dotykowy, 60 - 120Hz",Intel Core i5-1135G7,8,256 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,3.599
LENOVO,"15.6"", 1920 x 1080px, 165Hz",Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,
MICROSOFT,"13"", 2880 x 1920px, Ekran dotykowy, 60 - 120Hz",Intel Core i5-1135G7,16,256 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,5.599
MSI,"15.6"", 2560 x 1440px, 240Hz",32,1000 GB SSD,NVIDIA GeForce RTX 3080 Max-Q,Windows 11 Home,2.5 - 5.0,
LENOVO,"14"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,
HP,"16.1"", 1920 x 1080px, 144Hz",AMD Ryzen 7 5800H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home,
ASUS,"17.3"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
DELL,"16"", 3072 x 1920px, 60Hz",Intel Core i5-11400H,8,512 GB SSD,Intel UHD Graphics,Windows 11 Professional,9.799
MSI,"14"", 1920 x 1080px, 60Hz",Intel Core i7-1185G7,16,512 GB SSD,NVIDIA GeForce GTX 1650 Max-Q,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
MSI,"13.4"", 1920 x 1200px, Ekran dotykowy, 60Hz",Intel Core i7-1185G7,16,1000 GB SSD,Intel Iris Xe Graphics,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),7.599
DELL,"16"", 3072 x 1920px, 60Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Professional,
DELL,"13.3"", 2560 x 1600px, 60Hz",Intel Core i5-11320H,16,512 GB SSD,Intel Iris Xe Graphics,"Windows 11 Professional, Uaktualnienie do Windows 11",
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,3.499
MSI,"16"", 2560 x 1600px, Ekran dotykowy, 165Hz",32,2000 GB SSD,NVIDIA GeForce RTX 3080 Ti Max-Q,Windows 11 Professional,2.5 - 5.0,
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),
MICROSOFT,"13"", 2880 x 1920px, Ekran dotykowy, 60 - 120Hz",Intel Core i5-1135G7,8,256 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,
HP,"16.1"", 1920 x 1080px, 144Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070,Windows 10 Home,
DREAMMACHINES,"15.6"", 1920 x 1080px, 144Hz",Intel Core i7-11800H,16,500 GB SSD,NVIDIA GeForce RTX 3060,Brak,9.999
HP,"16.1"", 2560 x 1440px, 165Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 11 Home,
MSI,"17.3"", 1920 x 1080px, 300Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070,Windows 11 Home,
DELL,"14.5"", 2560 x 1600px, 60Hz",Intel Core i7-1165G7,16,1000 GB SSD,NVIDIA GeForce MX350,Windows 11 Home,
MICROSOFT,"13"", 2880 x 1920px, Ekran dotykowy, 60 - 120Hz",Intel Core i7-1185G7,16,256 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,4.599
DELL,"14"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5500U,16,512 GB SSD,AMD Radeon Graphics,Windows 11 Professional,
MSI,"17.3"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home,
MICROSOFT,"13"", 2880 x 1920px, Ekran dotykowy, 60 - 120Hz",Intel Core i7-1185G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,
MICROSOFT,"13"", 2880 x 1920px, Ekran dotykowy, 60 - 120Hz",Intel Core i7-1185G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,5.299
DELL,"14"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,5.199
DELL,"14"", 1920 x 1080px, Ekran dotykowy, 60Hz",Intel Core i5-1155G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,
DELL,"15.6"", 1920 x 1080px, 165Hz",Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3060,Windows 11 Home,7.697
DELL,"15.6"", 2560 x 1440px, 240Hz",AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
DELL,"14"", 1920 x 1080px, 60Hz",AMD Ryzen 7 5700U,16,512 GB SSD,AMD Radeon Graphics,Windows 11 Home,3.199
DELL,"14"", 1920 x 1080px, Ekran dotykowy, 60Hz",Intel Core i7-1195G7,16,512 GB SSD,NVIDIA GeForce MX350,Windows 11 Home,
DELL,"16"", 3072 x 1920px, 60Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 11 Home,7.599
DELL,"13.3"", 1920 x 1200px, 60Hz",Intel Core i7-1165G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),4.499
MICROSOFT,"10.5"", 1920 x 1280px, Ekran dotykowy, 60Hz",Intel Pentium Gold 6500Y,8,128 GB SSD,Intel UHD Graphics 615,Windows 11 Home S,
LENOVO,"17.3"", 1920 x 1080px, 144Hz",AMD Ryzen 5 5600H,16,1000 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
MSI,"17.3"", 2560 x 1440px, 240Hz",64,2000 GB SSD,NVIDIA GeForce RTX 3080 Ti,Windows 11 Home,2.5 - 5.0,8.548
DELL,"16"", 3072 x 1920px, 60Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Professional,2.799
DELL,"13.3"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),
LENOVO,"16"", 2560 x 1600px, 165Hz",AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ASUS,"13.4"", 3840 x 2400px, Ekran dotykowy, 60Hz",Intel Core i9-12900H,16,1000 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,
HP,"15.6"", 1920 x 1080px, Ekran dotykowy, 60Hz",Intel Core i7-1165G7,16,512 GB SSD,NVIDIA GeForce MX450,Windows 10 Home,
ACER,"15.6"", 3840 x 2160px, Ekran dotykowy, 60Hz",Intel Core i7-11800H,64,1000 GB SSD,NVIDIA GeForce RTX 3080,Windows 11 Professional,
ASUS,"13.3"", 1920 x 1080px, Dotykowy",Intel Pentium Silver N6000,8,256 GB SSD,Intel UHD Graphics,Windows 11 Home,
MSI,"15.6"", 2560 x 1440px, 165Hz",Intel Core i9-12900H,16,1000 GB SSD,NVIDIA GeForce RTX 3080,Windows 11 Home,
MSI,"15.6"", 2560 x 1440px, 240Hz",32,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti Max-Q,Windows 11 Home,3.8 - 5.0,
APPLE,"16.2"", 3456 x 2234px, 120Hz",Apple M1 Pro,32,1000 GB SSD,Apple M1 Pro (16 rdzeni),macOS Monterey,
ASUS,"15.6"", 1920 x 1080px, 300Hz",Intel Core i7-10875H,16,512 GB SSD,NVIDIA GeForce RTX 2070 Super,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
DELL,"17"", 3840 x 2400px, Ekran dotykowy, 60Hz",Intel Core i7-10750H,16,1000 GB SSD,NVIDIA GeForce GTX 1650 Ti Max-Q,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
APPLE,"13.3"", 2560 x 1600px, 60Hz",Apple M1,8,1000 GB SSD,Apple M1 (8 rdzeni),macOS Big Sur,
DELL,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,256 GB SSD,Intel UHD Graphics,Windows 10 Home,
DELL,"13.4"", 1920 x 1200px, Ekran dotykowy, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),7.349
LENOVO,"14"", 1920 x 1080px",AMD Ryzen 3 3250U,8,256 GB SSD,AMD Radeon Graphics,Windows 10 Home,
DELL,"15.6"", 1920 x 1080px, 60Hz",Intel Core i7-1165G7,16,1000 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,
LENOVO,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-10300H,8,1000 GB SSD,NVIDIA GeForce GTX 1650,Brak,
LENOVO,"15.6"", 1920 x 1080px, 144Hz",Intel Core i7-10750H,8,1000 GB SSD,NVIDIA GeForce GTX 1650 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ASUS,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 7 5700U,16,1000 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.799
ASUS,"14"", 2560 x 1440px, 120Hz",AMD Ryzen 9 5900HS,32,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ASUS,"14"", 2560 x 1440px, 60Hz",AMD Ryzen 7 4800HS,16,1000 GB SSD,NVIDIA GeForce GTX 1660 Ti Max-Q,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),6.599
ASUS,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
DREAMMACHINES,"15.6"", 1920 x 1080px, 144Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3050,Brak,
APPLE,"13.3"", 2560 x 1600px, 60Hz",Apple M1,8,1000 GB SSD,Apple M1 (8 rdzeni),macOS Big Sur,3.491
DELL,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5500U,8,512 GB SSD,AMD Radeon Graphics,Windows 10 Professional,1.443
LG ELECTRONICS POLSKA SP. Z O.O.,"16"", 2560 x 1600px, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
TECHBITE,"13.3"", 1920 x 1080px, Ekran dotykowy, 60Hz",Intel Celeron N4020,4,128 GB Flash,Intel UHD Graphics 600,Windows 10 Professional,
DELL,"15.6"", 1920 x 1080px, 165Hz",Intel Core i7-10870H,16,512 GB SSD,NVIDIA GeForce RTX 3060,Linux,
DELL,"15.6"", 1920 x 1080px, 165Hz",Intel Core i7-10870H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),10.799
DELL,"14"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,NVIDIA GeForce MX330,Linux,
DELL,"16"", 3072 x 1920px, 60Hz",Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
TECHBITE,"11.6"", 1366 x 768px, Ekran dotykowy, 60Hz",Intel Celeron N4020,4,128 GB SSD,Intel UHD Graphics 600,Windows 10 Professional,
ACER,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-11300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ASUS,"15.6"", 2560 x 1440px, 165Hz",AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070,Brak,14.499
LENOVO,"15.6"", 1920 x 1080px, 120Hz",AMD Ryzen 5 5600H,16,1000 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ACER,"17.3"", 1920 x 1080px, 144Hz",Intel Core i5-10300H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ACER,"17.3"", 1920 x 1080px, 144Hz",Intel Core i5-10300H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Brak,
DELL,"13.3"", 2560 x 1600px, 60Hz",Intel Core i7-11390H,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Professional,
ACER,"17.3"", 2560 x 1440px, 60Hz",AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
MSI,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-10300H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ACER,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ASUS,"15.6"", 1920 x 1080px, 144Hz",AMD Ryzen 7 4800H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
HP,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 7 5700U,16,512 GB SSD,AMD Radeon Graphics,Windows 11 Home,
MICROSOFT,"13"", 2880 x 1920px, Ekran dotykowy, 60Hz",Microsoft SQ1,8,256 GB SSD,Adreno 685,Windows 11 Home,12.169
LENOVO,"17.3"", 1920 x 1080px, 144Hz",AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ACER,"16"", 2560 x 1600px, 240Hz",Intel Core i7-12700H,32,1000 GB SSD,NVIDIA GeForce RTX 3080 Ti,Windows 11 Home,
LENOVO,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Professional,
LENOVO,"17.3"", 1600 x 900px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,
ASUS,"15.6"", 2560 x 1440px, 240Hz",32,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home,3.8 - 5.0,
ACER,"15.6"", 1920 x 1080px",Intel Pentium Silver N5030,8,1000 GB HDD + 256 GB SSD,Intel UHD Graphics,Brak,
LENOVO,"14"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ASUS,"15.6"", 1920 x 1080px, 240Hz",Intel Core i7-10750H,8,1000 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),
LENOVO,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),
ACER,"15.6"", 1920 x 1080px, 300Hz",Intel Core i7-10750H,32,1000 (x2) GB SSD,NVIDIA GeForce RTX 2080 Super Max-Q,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ASUS,"14"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),
APPLE,"13.3"", 2560 x 1600px, 60Hz",Intel Core i5-8257U,8,256 GB SSD,Intel Iris Plus Graphics 645,macOS Catalina,
LENOVO,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 3 3250U,4,256 GB SSD,AMD Radeon Graphics,Windows 10 S (możliwość darmowej aktualizacji do Windows 11),
MICROSOFT,"10"", 1800 x 1200px, Dotykowy",Intel Pentium Gold 4415Y,8,128 GB SSD,Intel HD Graphics 615,Windows 10 S (możliwość darmowej aktualizacji do Windows 11),
HP,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-10300H,16,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
DELL,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-10300H,8,1000 GB SSD,NVIDIA GeForce GTX 1650 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ASUS,"17.3"", 2560 x 1440px, 360Hz",32,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home,2.5 - 5.0,
DELL,"13.4"", 1920 x 1200px, 60Hz",Intel Core i7-1165G7,16,1000 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
,"17.3"", 1920 x 1080px, 360Hz",AMD Ryzen 9 6900HX,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home,
ASUS,"17.3"", 2560 x 1440px, 240Hz",32,1000 GB SSD,NVIDIA GeForce RTX 3080 Ti,Windows 11 Home,2.5 - 5.0,
,"16"", 2560 x 1600px, 165Hz",32,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,Brak,2.5 - 5.0,
APPLE,"13.3"", 2560 x 1600px, 60Hz",Apple M1,16,256 GB SSD,Apple M1 (8 rdzeni),macOS Big Sur,
,"16"", 2560 x 1600px, 165Hz",32,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home,2.5 - 5.0,
HUAWEI,"13.9"", 3000 x 2000px, Ekran dotykowy, 60Hz",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,5.499
ASUS,"17.3"", 3840 x 2160px, 120Hz",Intel Core i7-11800H,32,1000 GB SSD,NVIDIA GeForce RTX 3070,Windows 10 Home,
,"16"", 2560 x 1600px, 165Hz",32,1000 GB SSD,NVIDIA GeForce RTX 3080 Ti,Windows 11 Home,2.5 - 5.0,
HUAWEI,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
,"13.4"", 1920 x 1200px, Ekran dotykowy, 120Hz",Intel Core i7-12700H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,
DELL,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,256 GB SSD,Intel Iris Xe Graphics,Linux,
LENOVO,"14"", 2880 x 1800px, 90Hz",AMD Ryzen 5 5600H,16,512 GB SSD,AMD Radeon Graphics,Windows 11 Home,
ACER,"15.6"", 2560 x 1440px, 165Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ASUS,"15.6"", 1920 x 1080px, 144Hz",AMD Ryzen 7 4800H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Brak,
ASUS,"17.3"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Brak,
LENOVO,"14"", 1920 x 1080px",Intel Core i5-1035G1,8,256 GB SSD,Intel UHD Graphics,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),
LENOVO,"14"", 1920 x 1080px",Intel Core i5-1035G1,8,256 GB SSD,Intel UHD Graphics,Windows 10 Professional,
MSI,"17.3"", 1920 x 1080px, 144Hz",Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
RAZER,"14"", 2560 x 1440px, 165Hz",AMD Ryzen 9 5900HX,16,1000 GB SSD,NVIDIA GeForce RTX 3080,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ASUS,"14"", 1920 x 1080px, 60Hz",Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
LENOVO,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 4600H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.799
LENOVO,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,256 GB SSD,Intel Iris Xe Graphics,Windows 10 Professional,5.499
DELL,"16"", 3072 x 1920px, 60Hz",Intel Core i7-11800H,16,512 GB SSD,Intel UHD Graphics,Windows 11 Professional,4.649
DELL,"16"", 3072 x 1920px, 60Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 11 Professional,3.599
MSI,"13.4"", 1920 x 1200px, Ekran dotykowy, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),
MSI,"17.3"", 1920 x 1080px, 144Hz",Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3060,Brak,
DELL,"14"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Linux,
ACER,"15.6"", 3840 x 2160px, 60Hz",Intel Core i7-10875H,32,1000 (x2) GB SSD,NVIDIA Quadro RTX 5000,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),4.835
HUAWEI,"14.2"", 2520 x 1680px, Ekran dotykowy, 90Hz",Intel Core i5-11300H,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
APPLE,"13.3"", 2560 x 1600px, 60Hz",Apple M1,16,512 GB SSD,Apple M1 (8 rdzeni),macOS Big Sur,
ACER,"14"", 1920 x 1080px",Intel Pentium N5000,4,64 GB Flash,Intel UHD Graphics 605,Chrome OS,
ACER,"16"", 2560 x 1600px, 240Hz",Intel Core i9-12900H,32,2000 GB SSD,NVIDIA GeForce RTX 3080 Ti,Windows 11 Home,
HP,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-10300H,16,512 GB SSD,NVIDIA GeForce RTX 2060 Max-Q,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ACER,"15.6"", 2560 x 1440px, 165Hz",Intel Core i7-11800H,32,1000 (x2) GB SSD,NVIDIA GeForce RTX 3080,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),5.699
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Professional,5.499
DELL,"13.3"", 2560 x 1600px, 60Hz",Intel Core i5-11320H,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Professional,5.799
LENOVO,"15.6"", 1920 x 1080px, 60Hz",Intel Core i3-1115G4,8,512 GB SSD,Intel UHD Graphics,Brak,
DELL,"14"", 1920 x 1080px, Ekran dotykowy, 60Hz",Intel Core i7-1195G7,16,512 GB SSD,NVIDIA GeForce MX350,Windows 11 Professional,
DELL,"16"", 3072 x 1920px, 60Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,3.399
ACER,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 11 Home,
HP,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 3 5300U,8,512 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
LENOVO,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-11300H,16,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 11 Home,
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i7-12700H,16,512 GB SSD,NVIDIA GeForce RTX 3060,Windows 11 Home,7.799
APPLE,"13.3"", 2560 x 1600px, 60Hz",Apple M1,8,256 GB SSD,Apple M1 (7 rdzeni),macOS Big Sur,3.899
APPLE,"13.3"", 2560 x 1600px, 60Hz",Apple M1,16,256 GB SSD,Apple M1 (8 rdzeni),macOS Big Sur,
